"","gene","chrom","loc.start","loc.end","description","gene.name","biotype","chrom.strand","chrom.band"
"54466","ENSG00000004059","7",127588386,127591700,"ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]","ARF5","protein_coding",1,"q32.1"
"54467","ENSG00000106328","7",127591409,127602144,"fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]","FSCN3","protein_coding",1,"q32.1"
"54468","ENSG00000106331","7",127610292,127618142,"paired box 4 [Source:HGNC Symbol;Acc:HGNC:8618]","PAX4","protein_coding",-1,"q32.1"
"54470","ENSG00000106348","7",128392277,128409986,"inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]","IMPDH1","protein_coding",-1,"q32.1"
"54473","ENSG00000106526","7",150243916,150323725,"actin related protein 3C [Source:HGNC Symbol;Acc:HGNC:37282]","ACTR3C","protein_coding",-1,"q36.1"
"54474","ENSG00000185274","7",71132144,71713600,"polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]","GALNT17","protein_coding",1,"q11.22"
"54477","ENSG00000105993","7",157335381,157417439,"DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]","DNAJB6","protein_coding",1,"q36.3"
"54482","ENSG00000155093","7",157539056,158587823,"protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]","PTPRN2","protein_coding",-1,"q36.3"
"54496","ENSG00000198898","7",116811070,116922049,"capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]","CAPZA2","protein_coding",1,"q31.2"
"54499","ENSG00000187391","7",78017055,79453667,"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]","MAGI2","protein_coding",-1,"q21.11"
"54507","ENSG00000066923","7",100177563,100214387,"stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356]","STAG3","protein_coding",1,"q22.1"
"54509","ENSG00000292277","7",100205357,100221488,"novel protein","","protein_coding",1,"q22.1"
"54512","ENSG00000106012","7",2558972,2614733,"IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]","IQCE","protein_coding",1,"p22.3"
"54517","ENSG00000155034","7",5431335,5513809,"F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]","FBXL18","protein_coding",-1,"p22.1"
"54518","ENSG00000086232","7",6022247,6059175,"eukaryotic translation initiation factor 2 alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]","EIF2AK1","protein_coding",-1,"p22.1"
"54522","ENSG00000106346","7",6104949,6161564,"ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]","USP42","protein_coding",1,"p22.1"
"54523","ENSG00000008256","7",6161779,6272644,"cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]","CYTH3","protein_coding",-1,"p22.1"
"54524","ENSG00000006468","7",13891229,13991425,"ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]","ETV1","protein_coding",-1,"p21.2"
"54525","ENSG00000136237","7",22118236,22357154,"Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]","RAPGEF5","protein_coding",-1,"p15.3"
"54526","ENSG00000197576","7",27128507,27130780,"homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]","HOXA4","protein_coding",-1,"p15.2"
"54534","ENSG00000122547","7",36153254,36301538,"endonuclease/exonuclease/phosphatase family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22223]","EEPD1","protein_coding",1,"p14.2"
"54539","ENSG00000164542","7",36324152,36390125,"microtubule associated tyrosine carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:22206]","MATCAP2","protein_coding",-1,"p14.2"
"54541","ENSG00000011426","7",36389821,36453791,"anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]","ANLN","protein_coding",1,"p14.2"
"54543","ENSG00000132436","7",50444128,50450390,"fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]","FIGNL1","protein_coding",-1,"p12.2"
"54545","ENSG00000106258","7",99648194,99679996,"cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638]","CYP3A5","protein_coding",-1,"q22.1"
"54548","ENSG00000160862","7",99966720,99976042,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]","AZGP1","protein_coding",-1,"q22.1"
"54554","ENSG00000106261","7",100015572,100041689,"zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]","ZKSCAN1","protein_coding",1,"q22.1"
"54555","ENSG00000166526","7",100064033,100082548,"zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089]","ZNF3","protein_coding",-1,"q22.1"
"54556","ENSG00000170615","7",103352730,103446207,"solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]","SLC26A5","protein_coding",-1,"q22.1"
"54557","ENSG00000179144","7",150514872,150521073,"GTPase, IMAP family member 7 [Source:HGNC Symbol;Acc:HGNC:22404]","GIMAP7","protein_coding",1,"q36.1"
"54559","ENSG00000133574","7",150567369,150573953,"GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872]","GIMAP4","protein_coding",1,"q36.1"
"54562","ENSG00000133561","7",150625375,150632648,"GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]","GIMAP6","protein_coding",-1,"q36.1"
"54564","ENSG00000106565","7",150791285,150801360,"transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]","TMEM176B","protein_coding",-1,"q36.1"
"54566","ENSG00000133612","7",151085831,151144436,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]","AGAP3","protein_coding",1,"q36.1"
"54568","ENSG00000106648","7",151956379,152019929,"polypeptide N-acetylgalactosaminyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:21725]","GALNTL5","protein_coding",1,"q36.1"
"54569","ENSG00000157212","7",154943687,155003124,"PAX interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8624]","PAXIP1","protein_coding",-1,"q36.2"
"54578","ENSG00000009335","7",157138926,157269370,"ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]","UBE3C","protein_coding",1,"q36.3"
"54582","ENSG00000230268","7",124476317,124477664,"SSU72 like 6 [Source:HGNC Symbol;Acc:HGNC:43627]","SSU72L6","protein_coding",1,"q31.33"
"54585","ENSG00000166508","7",100092233,100101940,"minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]","MCM7","protein_coding",-1,"q22.1"
"54589","ENSG00000213265","7",130668643,130687432,"testis specific 13 [Source:HGNC Symbol;Acc:HGNC:12369]","TSGA13","protein_coding",-1,"q32.2"
"54591","ENSG00000266265","7",130730697,130734207,"KLF transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:23025]","KLF14","protein_coding",-1,"q32.2"
"54594","ENSG00000105976","7",116672196,116798377,"MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]","MET","protein_coding",1,"q31.2"
"54596","ENSG00000183166","7",71779491,72447151,"calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]","CALN1","protein_coding",-1,"q11.22"
"54599","ENSG00000122512","7",5970925,6009130,"PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]","PMS2","protein_coding",-1,"p22.1"
"54602","ENSG00000128594","7",128027071,128032107,"leucine rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:15586]","LRRC4","protein_coding",-1,"q32.1"
"54606","ENSG00000174697","7",128241278,128257629,"leptin [Source:HGNC Symbol;Acc:HGNC:6553]","LEP","protein_coding",1,"q32.1"
"54615","ENSG00000106617","7",151556124,151877214,"protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]","PRKAG2","protein_coding",-1,"q36.1"
"54644","ENSG00000134020","8",22713251,23000000,"phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]","PEBP4","protein_coding",-1,"p21.3"
"54659","ENSG00000168546","8",21690398,21812357,"GDNF family receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4244]","GFRA2","protein_coding",-1,"p21.3"
"54660","ENSG00000164741","8",13083361,13604610,"DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","DLC1","protein_coding",-1,"p22"
"54662","ENSG00000185053","8",14084845,15238431,"sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]","SGCZ","protein_coding",-1,"p22"
"54670","ENSG00000198791","8",17224966,17246878,"CCR4-NOT transcription complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:14101]","CNOT7","protein_coding",-1,"p22"
"54678","ENSG00000179388","8",22687659,22693480,"early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]","EGR3","protein_coding",-1,"p21.3"
"54679","ENSG00000221818","8",25841725,26045413,"EBF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:19090]","EBF2","protein_coding",-1,"p21.2"
"54680","ENSG00000104714","8",614746,738106,"glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]","ERICH1","protein_coding",-1,"p23.3"
"54682","ENSG00000155975","8",17246931,17302427,"VPS37A subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:24928]","VPS37A","protein_coding",1,"p22"
"54683","ENSG00000164743","8",13566869,13568288,"chromosome 8 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:26345]","C8orf48","protein_coding",1,"p22"
"54685","ENSG00000248235","8",22589274,22602084,"novel protein","","protein_coding",1,"p21.3"
"54686","ENSG00000159167","8",23841929,23854806,"stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]","STC1","protein_coding",-1,"p21.2"
"54687","ENSG00000104228","8",27284886,27311272,"tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285]","TRIM35","protein_coding",-1,"p21.2"
"54691","ENSG00000198042","8",33485182,33501262,"MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]","MAK16","protein_coding",1,"p12"
"54693","ENSG00000147421","8",28890395,29064764,"homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137]","HMBOX1","protein_coding",1,"p21.1"
"54703","ENSG00000172728","8",33370824,33473146,"fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]","FUT10","protein_coding",-1,"p12"
"54705","ENSG00000156687","8",35235475,35796550,"unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634]","UNC5D","protein_coding",1,"p12"
"54710","ENSG00000038945","8",16107878,16567490,"macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]","MSR1","protein_coding",-1,"p22"
"54713","ENSG00000092964","8",26514031,26658178,"dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]","DPYSL2","protein_coding",1,"p21.2"
"54727","ENSG00000147454","8",23528956,23575463,"solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]","SLC25A37","protein_coding",1,"p21.2"
"54731","ENSG00000177669","8",30131671,30144665,"membrane bound O-acyltransferase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32311]","MBOAT4","protein_coding",-1,"p12"
"54734","ENSG00000147459","8",25184689,25418082,"dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]","DOCK5","protein_coding",1,"p21.2"
"54746","ENSG00000104660","8",30095408,30177208,"leptin receptor overlapping transcript like 1 [Source:HGNC Symbol;Acc:HGNC:6555]","LEPROTL1","protein_coding",1,"p12"
"54748","ENSG00000120907","8",26748150,26867278,"adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]","ADRA1A","protein_coding",-1,"p21.2"
"54749","ENSG00000133878","8",33591330,33600023,"dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]","DUSP26","protein_coding",-1,"p12"
"54751","ENSG00000167034","8",23678697,23682938,"NK3 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7838]","NKX3-1","protein_coding",-1,"p21.2"
"54762","ENSG00000134013","8",23296897,23425328,"lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]","LOXL2","protein_coding",-1,"p21.3"
"54773","ENSG00000104219","8",17156482,17224799,"zinc finger DHHC-type palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:18469]","ZDHHC2","protein_coding",1,"p22"
"54778","ENSG00000168300","8",51817575,51899186,"protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]","PCMTD1","protein_coding",-1,"q11.23"
"54783","ENSG00000104765","8",26383054,26505636,"BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]","BNIP3L","protein_coding",1,"p21.2"
"54785","ENSG00000197892","8",29067278,29263124,"kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]","KIF13B","protein_coding",-1,"p12"
"54799","ENSG00000104671","8",30156319,30183639,"dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]","DCTN6","protein_coding",1,"p12"
"54800","ENSG00000221914","8",26291508,26372680,"protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]","PPP2R2A","protein_coding",1,"p21.2"
"54804","ENSG00000197217","8",23385783,23457695,"ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]","ENTPD4","protein_coding",-1,"p21.3"
"54806","ENSG00000164808","8",47260878,47736306,"scaffold protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]","SPIDR","protein_coding",1,"q11.21"
"54820","ENSG00000168575","8",42416475,42541926,"solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947]","SLC20A2","protein_coding",-1,"p11.21"
"54823","ENSG00000104611","8",19313693,19396218,"SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]","SH2D4A","protein_coding",1,"p21.3"
"54839","ENSG00000240694","8",26504701,26514092,"PNMA family member 2 [Source:HGNC Symbol;Acc:HGNC:9159]","PNMA2","protein_coding",-1,"p21.2"
"54843","ENSG00000254087","8",55879835,56014169,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]","LYN","protein_coding",1,"q12.1"
"54847","ENSG00000147481","8",49909789,50796692,"syntrophin gamma 1 [Source:HGNC Symbol;Acc:HGNC:13740]","SNTG1","protein_coding",1,"q11.21"
"54849","ENSG00000133872","8",30063003,30083208,"store-operated calcium entry associated regulatory factor [Source:HGNC Symbol;Acc:HGNC:28789]","SARAF","protein_coding",-1,"p12"
"54852","ENSG00000172817","8",64587763,64798737,"cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]","CYP7B1","protein_coding",-1,"q12.3"
"54855","ENSG00000178538","8",60185412,60281400,"carbonic anhydrase 8 [Source:HGNC Symbol;Acc:HGNC:1382]","CA8","protein_coding",-1,"q12.1"
"54863","ENSG00000133874","8",33547754,33567128,"ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]","RNF122","protein_coding",-1,"p12"
"54876","ENSG00000165061","8",40530590,40897833,"zinc finger matrin-type 4 [Source:HGNC Symbol;Acc:HGNC:25844]","ZMAT4","protein_coding",-1,"p11.21"
"54877","ENSG00000121005","8",74984505,75034558,"cysteine rich secretory protein LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18206]","CRISPLD1","protein_coding",1,"q21.13"
"54878","ENSG00000104679","8",23270120,23296279,"R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]","R3HCC1","protein_coding",1,"p21.3"
"54880","ENSG00000104722","8",24913758,24919098,"neurofilament medium chain [Source:HGNC Symbol;Acc:HGNC:7734]","NEFM","protein_coding",1,"p21.2"
"54882","ENSG00000164751","8",76980258,77001044,"peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:HGNC:9717]","PEX2","protein_coding",-1,"q21.13"
"54884","ENSG00000147485","8",51319577,51809445,"peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]","PXDNL","protein_coding",-1,"q11.23"
"54891","ENSG00000091656","8",76681239,76867281,"zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]","ZFHX4","protein_coding",1,"q21.13"
"54896","ENSG00000177182","8",61057158,61501645,"clavesin 1 [Source:HGNC Symbol;Acc:HGNC:23139]","CLVS1","protein_coding",1,"q12.2"
"54899","ENSG00000104442","8",65602458,65634217,"armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]","ARMC1","protein_coding",-1,"q13.1"
"54904","ENSG00000221947","8",70669339,70790371,"XK related 9 [Source:HGNC Symbol;Acc:HGNC:20937]","XKR9","protein_coding",1,"q13.3"
"54908","ENSG00000076641","8",80967810,81112068,"phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","PAG1","protein_coding",-1,"q21.13"
"54915","ENSG00000137573","8",69466624,69660915,"sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]","SULF1","protein_coding",1,"q13.2"
"54918","ENSG00000276418","8",79918860,80080775,"novel protein, TPD52-MRPS28 readthrough","","protein_coding",-1,"q21.13"
"54919","ENSG00000165084","8",68330955,68819023,"chromosome 8 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:30905]","C8orf34","protein_coding",1,"q13.2"
"54922","ENSG00000164879","8",85373436,85449040,"carbonic anhydrase 3 [Source:HGNC Symbol;Acc:HGNC:1374]","CA3","protein_coding",1,"q21.2"
"54929","ENSG00000164749","8",75407914,75566834,"hepatocyte nuclear factor 4 gamma [Source:HGNC Symbol;Acc:HGNC:5026]","HNF4G","protein_coding",1,"q21.13"
"54932","ENSG00000104331","8",56957931,56993867,"3'(2'), 5'-bisphosphate nucleotidase 2 [Source:HGNC Symbol;Acc:HGNC:26019]","BPNT2","protein_coding",-1,"q12.1"
"54937","ENSG00000176731","8",85214048,85220421,"ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:32235]","RBIS","protein_coding",-1,"q21.2"
"54940","ENSG00000040341","8",73420369,73747708,"staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]","STAU2","protein_coding",-1,"q21.11"
"54947","ENSG00000258677","8",73688691,73878854,"novel  protein, UBE2W-STAU2 readthrough","","protein_coding",-1,"q21.11"
"54952","ENSG00000104327","8",90058608,90095475,"calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434]","CALB1","protein_coding",-1,"q21.3"
"54954","ENSG00000123119","8",90791741,90959393,"N-terminal EF-hand calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20983]","NECAB1","protein_coding",1,"q21.3"
"54965","ENSG00000164949","8",94249253,94262350,"GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]","GEM","protein_coding",-1,"q22.1"
"54967","ENSG00000156103","8",88032011,88328025,"matrix metallopeptidase 16 [Source:HGNC Symbol;Acc:HGNC:7162]","MMP16","protein_coding",-1,"q21.3"
"54971","ENSG00000147613","8",86047109,86088621,"protein serine kinase H2 [Source:HGNC Symbol;Acc:HGNC:18997]","PSKH2","protein_coding",-1,"q21.3"
"54972","ENSG00000147596","8",70051651,70071693,"PR/SET domain 14 [Source:HGNC Symbol;Acc:HGNC:14001]","PRDM14","protein_coding",-1,"q13.3"
"54974","ENSG00000164687","8",81280536,81284777,"fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]","FABP5","protein_coding",1,"q21.13"
"54992","ENSG00000164951","8",93857807,93926068,"pyruvate dehydrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]","PDP1","protein_coding",1,"q22.1"
"54994","ENSG00000104321","8",72019917,72075584,"transient receptor potential cation channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:497]","TRPA1","protein_coding",-1,"q21.11"
"54998","ENSG00000079112","8",94127162,94217303,"cadherin 17 [Source:HGNC Symbol;Acc:HGNC:1756]","CDH17","protein_coding",-1,"q22.1"
"55005","ENSG00000035681","8",58583508,58659853,"neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]","NSMAF","protein_coding",-1,"q12.1"
"55006","ENSG00000147649","8",97644184,97730260,"metadherin [Source:HGNC Symbol;Acc:HGNC:29608]","MTDH","protein_coding",1,"q22.1"
"55009","ENSG00000104356","8",98117293,98159835,"POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]","POP1","protein_coding",1,"q22.2"
"55011","ENSG00000177459","8",98064522,98093610,"glutamate rich 5 [Source:HGNC Symbol;Acc:HGNC:26823]","ERICH5","protein_coding",1,"q22.2"
"55022","ENSG00000147586","8",79918717,80030289,"mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]","MRPS28","protein_coding",-1,"q21.13"
"55023","ENSG00000176566","8",87870747,87874015,"DDB1 and CUL4 associated factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:26657]","DCAF4L2","protein_coding",-1,"q21.3"
